gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_charges_per_month,num_services,is_new_customer,tenure_bin,TotalServices,IsFiber,ContractRisk,SpendRatio,LongTenure,NeedsSupportNo,AutoPayment
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,87.63402778,7,0,49-72,6,0,0,0.013635679,1,0,1
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,50.8,2,1,0-3,1,0,2,0.980694981,0,1,0
Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89,5898.6,89.37272727,5,0,49-72,4,1,1,0.015085769,1,0,0
Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,65.55208333,6,0,49-72,6,0,0,0.013726632,1,0,1
Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,457.3,17.58846154,1,0,25-48,0,0,1,0.043203142,1,0,1
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,90.9734375,5,0,49-72,4,1,0,0.016039016,1,1,1
Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,73.175,2,0,13-24,1,1,2,0.050290201,1,1,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,102.4666667,4,1,0-3,3,1,2,0.308365759,0,1,0
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,95.66136364,4,0,13-24,3,1,2,0.044952625,1,1,1
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,79.7875,3,1,04-Jun,2,1,2,0.251756989,0,0,0
Male,0,Yes,No,62,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39,2337.45,37.70080645,2,0,49-72,2,0,0,0.016677714,1,0,1
Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,104.3,20.86,1,1,04-Jun,0,0,2,0.194681861,0,0,0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,86.18050847,3,0,49-72,2,1,1,0.016821842,1,1,0
Male,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,26.4,121.25,40.41666667,2,1,0-3,1,0,0,0.21595092,0,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,97.44305556,6,0,49-72,5,1,0,0.013994784,1,0,1
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598,98.21052632,5,0,49-72,4,1,1,0.017422754,1,1,1
Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.95,1269.1,19.22878788,1,0,49-72,0,0,0,0.015707425,1,0,1
Female,0,No,No,60,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,50.45666667,3,0,49-72,3,0,2,0.016774534,1,1,0
Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,102.9855556,5,0,25-48,4,1,0,0.021508624,1,1,1
Female,0,No,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95,37.98333333,1,1,0-3,1,0,2,0.302740322,0,1,1
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,105.5166667,6,0,13-24,5,1,2,0.066361484,1,0,0
Female,0,No,Yes,51,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077,60.33333333,5,0,49-72,5,0,1,0.01954191,1,0,1
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,67.325,5,0,49-72,4,0,1,0.016025244,1,0,0
Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,50.46060606,3,0,25-48,2,0,2,0.032799184,1,1,1
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,104.33,7,0,07-Dec,6,1,2,0.105429474,0,0,0
Male,1,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.3,504.2,19.39230769,1,0,25-48,0,0,1,0.038202692,1,0,1
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,82.925,3,0,04-Jun,2,1,2,0.168288035,0,1,0
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,112.1141791,7,0,49-72,6,1,1,0.014808357,1,0,0
Female,0,Yes,Yes,49,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782,36.36734694,2,0,49-72,2,0,1,0.020078519,1,0,1
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.05,20.05,20.05,1,1,0-3,0,0,2,0.952494062,0,0,0
Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,87.09285714,3,0,07-Dec,2,1,2,0.138131499,0,1,0
Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,105.837037,7,0,25-48,6,1,1,0.038655286,1,1,1
Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,87.77162162,3,0,25-48,2,1,1,0.028074064,1,1,1
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,98.65634921,6,0,49-72,5,1,2,0.016175087,1,1,0
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823,91.06451613,5,0,25-48,4,1,2,0.031621813,1,0,0
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,100.358,6,0,49-72,5,1,2,0.020691785,1,1,1
Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,81.8515625,3,0,25-48,2,1,2,0.030951245,1,1,1
Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,24.6,0,1,0-3,0,0,2,0.9609375,0,1,0
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,78.81111111,3,0,49-72,2,1,1,0.016350859,1,0,1
Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,89.32333333,5,0,25-48,4,1,2,0.035177379,1,1,1
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,117.05,8,0,49-72,7,1,0,0.013968514,1,0,1
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,107.2122642,6,0,49-72,5,1,0,0.01857212,1,1,0
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,93.4125,5,0,07-Dec,4,1,2,0.088150096,0,0,1
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,98.298,5,0,49-72,4,1,2,0.019202994,1,1,1
Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,27.55,13.775,1,1,0-3,0,0,2,0.683012259,0,0,0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,102.6111111,5,0,07-Dec,4,1,2,0.106327745,0,1,1
Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,95.62647059,4,0,13-24,3,1,2,0.057695263,1,1,0
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,108.36875,6,0,49-72,5,1,1,0.017398038,1,1,1
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,80.5761194,6,0,49-72,5,0,0,0.015065931,1,1,1
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,102.0666667,5,0,07-Dec,4,1,2,0.109286646,0,1,0
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,58.7125,2,1,04-Jun,1,0,2,0.239135043,0,1,0
Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,64.83421053,4,0,13-24,3,0,1,0.05300726,1,0,1
Female,0,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,170.9,21.3625,1,0,07-Dec,0,0,2,0.116055846,0,0,0
Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,112.4528169,7,0,49-72,6,1,0,0.013932111,1,0,0
Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,68.865,2,0,07-Dec,1,1,2,0.105633292,0,1,0
Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89,1288.3,85.88666667,4,0,13-24,3,1,2,0.069029706,1,1,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,109.0069444,6,0,49-72,5,1,1,0.013516785,1,1,1
Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,267,22.25,1,0,07-Dec,0,0,1,0.074813433,0,0,1
Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,24.98472222,2,0,49-72,1,0,0,0.014000778,1,0,1
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,73.55,2,1,0-3,1,1,2,0.986586184,0,1,0
Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,71.45869565,2,0,13-24,1,1,2,0.045848408,1,1,1
Male,0,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,66.77013889,6,0,49-72,6,0,0,0.013632252,1,0,1
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193,84.34615385,3,0,25-48,2,1,2,0.036782133,1,1,0
Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,106.6380952,6,0,13-24,5,1,1,0.046665774,1,0,0
Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.15,1505.9,25.09833333,2,0,49-72,1,0,1,0.016026279,1,0,1
Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,255.35,21.27916667,1,0,07-Dec,0,0,2,0.079773747,0,0,0
Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,74.3375,2,0,13-24,1,1,2,0.063340054,1,1,0
Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,75.97063492,6,0,49-72,5,0,1,0.016648737,1,1,1
Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,82.76818182,3,0,13-24,2,1,2,0.044843295,1,1,0
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,75.1296875,6,0,25-48,5,0,2,0.031723593,1,0,1
Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,68.35,3,1,0-3,2,1,2,0.385343363,0,1,0
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,73.25384615,3,0,13-24,2,1,2,0.085125354,1,1,0
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,103.5213235,6,0,49-72,5,1,0,0.014736274,1,0,1
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,84.60166667,3,0,25-48,2,1,1,0.034048168,1,1,0
Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,75.803125,2,0,13-24,1,1,2,0.061869259,1,1,1
Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,80.33636364,3,0,25-48,2,1,0,0.030391011,1,0,1
Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1304.8,18.12222222,1,0,49-72,0,0,0,0.014780211,1,0,1
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,90.025,3,1,04-Jun,2,1,2,0.234284132,0,1,0
Female,0,No,No,12,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,36.2875,2,0,07-Dec,2,0,1,0.076984763,0,0,0
Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,77.0125,3,1,04-Jun,2,1,2,0.269373888,0,1,0
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0,80.85,6,1,0-3,5,0,0,80.85,0,1,0
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,72.41666667,3,0,04-Jun,2,1,2,0.181515499,0,1,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,109.5215385,7,0,49-72,6,1,1,0.015175775,1,0,1
Female,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,320.45,21.36333333,1,0,13-24,0,0,2,0.061906984,1,0,0
Female,0,No,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21.05,531.55,22.14791667,1,0,13-24,0,0,1,0.039526805,1,0,1
Female,0,No,Yes,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,29.4,1,0,13-24,1,0,2,0.078679541,1,1,0
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001,83.375,2,0,13-24,1,1,2,0.039885115,1,1,1
Female,0,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,68.32916667,6,0,49-72,6,0,0,0.013311114,1,0,1
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,104.5518519,6,0,49-72,5,1,2,0.01843522,1,1,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,71.93333333,2,1,0-3,1,1,2,0.343173432,0,1,1
Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,77.6,19.4,1,1,04-Jun,0,0,2,0.260814249,0,0,0
Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,90.5171875,4,0,25-48,3,1,2,0.031526635,1,1,0
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,97.02285714,5,0,25-48,4,1,2,0.029159797,1,1,0
Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,759.35,21.69571429,1,0,25-48,0,0,0,0.026961268,1,0,1
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,42.575,1,1,0-3,0,0,2,0.521764364,0,1,0
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,66.94375,2,0,07-Dec,1,1,2,0.140900196,0,1,0
Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,56.96136364,3,0,13-24,2,0,2,0.043934139,1,0,0
Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,63.67666667,4,0,13-24,3,0,2,0.061653506,1,0,0
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,98.3,4,0,13-24,3,1,2,0.04395452,1,1,0
Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,44.7,1,1,0-3,0,0,2,0.978118162,0,1,1
Female,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1813.35,25.54014085,2,0,49-72,1,0,0,0.014027062,1,0,1
Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,61.2875,3,1,04-Jun,2,0,2,0.230550477,0,1,0
Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,81.152,7,0,25-48,6,0,2,0.040274904,1,0,1
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,85.1171875,3,0,25-48,2,1,2,0.031599229,1,1,0
Male,1,Yes,No,7,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,31.49285714,1,0,07-Dec,1,0,2,0.134567622,0,1,1
Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.5,365.8,21.51764706,1,0,13-24,0,0,1,0.055888768,1,0,0
Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,68.99375,3,0,07-Dec,2,0,2,0.11013654,0,1,1
Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,72.39642857,6,0,49-72,5,0,0,0.018063227,1,0,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,45.7,1,1,0-3,0,0,2,0.978586724,0,1,0
Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,104.04375,5,0,07-Dec,4,1,2,0.120357593,0,0,1
Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,112.3,16.04285714,1,0,07-Dec,0,0,2,0.169902913,0,0,0
Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,60.65,20.21666667,1,1,0-3,0,0,2,0.338199513,0,0,0
Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,78.17042254,6,0,49-72,5,0,0,0.013934175,1,0,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96,174.8,87.4,4,1,0-3,3,1,2,0.546075085,0,1,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,90.55,3,1,0-3,2,1,2,0.989077007,0,1,0
Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,96.59387755,5,0,49-72,4,1,2,0.019824254,1,1,1
Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,69.80948276,5,0,49-72,4,0,0,0.017308856,1,0,1
Male,1,Yes,No,44,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,30.90227273,1,0,25-48,1,0,2,0.022304696,1,1,0
Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,76.98898305,5,0,49-72,4,0,0,0.01671674,1,0,1
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,106.0866197,7,0,49-72,6,1,0,0.014343269,1,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,69.9,1,1,0-3,0,1,2,0.985895628,0,1,0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,80.78636364,2,0,07-Dec,1,1,2,0.084583825,0,1,0
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,102.9572581,6,0,49-72,5,1,1,0.016250675,1,1,0
Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916,54.74285714,3,0,25-48,2,0,1,0.02866458,1,0,1
Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413,20.65,1,0,13-24,0,0,2,0.047101449,1,0,1
Male,0,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,808.95,20.22375,1,0,25-48,0,0,0,0.024199025,1,0,0
Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,48.36923077,2,0,25-48,1,0,1,0.025352337,1,1,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,86.6,3,1,0-3,2,1,2,0.988584475,0,1,0
Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25,23.32291667,2,0,49-72,1,0,0,0.014134801,1,0,1
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,80.5,3,0,25-48,2,1,2,0.030329257,1,1,1
Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,45.07916667,1,0,07-Dec,0,0,2,0.080819264,0,1,1
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,19.75,19.75,1,1,0-3,0,0,2,0.951807229,0,0,1
Male,0,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.15,537.35,19.90185185,1,0,25-48,0,0,2,0.035571654,1,0,0
Male,0,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,678.8,19.96470588,1,0,25-48,0,0,1,0.028832009,1,0,1
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,80.60089286,3,0,49-72,2,1,0,0.017786539,1,1,1
Female,0,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.35,1423.85,24.54913793,2,0,49-72,1,0,0,0.017089518,1,0,1
Female,0,Yes,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,555.4,25.24545455,2,0,13-24,1,0,0,0.045381021,1,0,1
Female,0,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.1,225.55,22.555,2,0,07-Dec,1,0,0,0.115206356,0,0,1
Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20,268.45,20.65,1,0,13-24,0,0,0,0.074225274,1,0,1
Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,83.35714286,4,0,25-48,3,1,2,0.029227343,1,0,1
Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70,2416.1,71.06176471,1,0,25-48,0,1,2,0.028960324,1,1,1
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,106.1125,4,1,04-Jun,3,1,2,0.221647667,0,1,0
